Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment,churn_risk
13606,29,3,280.54,3,2,1,321,Loyal,Low
13607,40,2,1078.31,3,2,3,323,Loyal,Low
13608,541,1,236.2,1,1,1,111,Lost,Low
13609,593,1,167.35,1,1,1,111,Lost,Low
13610,12,14,2175.88,4,4,3,443,Champions,Low
13611,89,10,3319.53,3,4,4,344,Champions,Low
13612,633,1,818.29,1,1,2,112,Lost,Low
13613,453,5,1039.85,1,3,3,133,At Risk,High
13614,24,6,2359.19,4,3,4,434,Champions,Low
13615,319,8,6272.53,2,4,4,244,Need Attention,High
13616,568,2,288.1,1,2,1,121,Lost,Low
13617,40,8,1278.75,3,4,3,343,Champions,Low
13618,174,1,177.34,2,1,1,211,Lost,Low
13619,545,2,231.69,1,2,1,121,Lost,Low
13620,528,1,112.34,1,1,1,111,Lost,Low
13621,117,1,213.85,2,1,1,211,Lost,Low
13622,696,1,658.95,1,1,2,112,Lost,Low
13623,31,10,2566.49,3,4,4,344,Champions,Low
13624,388,1,462.08,1,1,2,112,Lost,Low
13625,597,1,301.26,1,1,1,111,Lost,Low
13626,253,2,707.04,2,2,2,222,Need Attention,Low
13627,59,7,2245.9,3,3,3,333,Champions,Low
13628,676,1,310.14,1,1,1,111,Lost,Low
13629,23,19,13370.86,4,4,4,444,Champions,Low
13630,5,7,2031.78,4,3,3,433,Champions,Low
13631,100,11,3070.42,2,4,4,244,Need Attention,High
13632,25,8,3648.15,4,4,4,444,Champions,Low
13634,33,16,5073.47,3,4,4,344,Champions,Low
13635,68,4,2999.16,3,3,4,334,Champions,Low
13636,37,5,949.12,3,3,3,333,Champions,Low
13637,52,3,810.5,3,2,2,322,Loyal,Low
13638,16,1,122.64,4,1,1,411,Promising,Low
13639,74,2,1346.27,3,2,3,323,Loyal,Low
13640,611,1,405.0,1,1,2,112,Lost,Low
13641,641,5,1016.47,1,3,3,133,At Risk,High
13642,216,4,514.72,2,3,2,232,Need Attention,High
13643,31,10,2156.77,3,4,3,343,Champions,Low
13644,16,4,2624.26,4,3,4,434,Champions,Low
13645,120,1,252.1,2,1,1,211,Lost,Low
13646,400,2,326.25,1,2,1,121,Lost,Low
13647,10,8,3071.68,4,4,4,444,Champions,Low
13648,400,8,1764.02,1,4,3,143,At Risk,High
13649,257,6,1678.88,2,3,3,233,Need Attention,High
13650,17,10,3288.0,4,4,4,444,Champions,Low
13651,35,3,226.85,3,2,1,321,Loyal,Low
13652,46,5,2570.85,3,3,4,334,Champions,Low
13653,488,1,152.2,1,1,1,111,Lost,Low
13654,43,11,6308.0,3,4,4,344,Champions,Low
13655,114,6,2280.51,2,3,3,233,Need Attention,High
13656,165,4,1078.85,2,3,3,233,Need Attention,High
13657,11,2,382.14,4,2,2,422,Loyal,Low
13658,10,9,6025.5,4,4,4,444,Champions,Low
13659,206,12,4894.88,2,4,4,244,Need Attention,High
13660,400,1,314.59,1,1,1,111,Lost,Low
13661,603,1,325.24,1,1,1,111,Lost,Low
13662,86,11,2250.11,3,4,3,343,Champions,Low
13663,179,5,2047.51,2,3,3,233,Need Attention,High
13665,386,3,1711.66,1,2,3,123,Lost,Low
13666,60,5,127.9,3,3,1,331,Loyal,Low
13667,149,1,305.02,2,1,1,211,Lost,Low
13668,3,35,13089.94,4,4,4,444,Champions,Low
13669,51,3,413.55,3,2,2,322,Loyal,Low
13670,75,1,349.7,3,1,2,312,Promising,Low
13671,395,1,194.95,1,1,1,111,Lost,Low
13672,301,3,419.92,2,2,2,222,Need Attention,Low
13673,19,2,396.92,4,2,2,422,Loyal,Low
13674,433,1,240.68,1,1,1,111,Lost,Low
13675,151,2,486.82,2,2,2,222,Need Attention,Low
13676,539,2,243.9,1,2,1,121,Lost,Low
13677,405,2,556.19,1,2,2,122,Lost,Low
13678,152,1,232.6,2,1,1,211,Lost,Low
13679,494,3,281.26,1,2,1,121,Lost,Low
13680,1,12,11435.67,4,4,4,444,Champions,Low
13681,18,4,827.83,4,3,2,432,Loyal,Low
13682,187,1,59.5,2,1,1,211,Lost,Low
13683,458,1,258.6,1,1,1,111,Lost,Low
13684,286,4,596.98,2,3,2,232,Need Attention,High
13685,3,7,3119.44,4,3,4,434,Champions,Low
13686,183,3,409.04,2,2,2,222,Need Attention,Low
13687,438,1,11880.84,1,1,4,114,Lost,Low
13688,635,1,375.5,1,1,2,112,Lost,Low
13689,63,2,1259.5,3,2,3,323,Loyal,Low
13690,59,1,172.25,3,1,1,311,Promising,Low
13691,396,1,212.78,1,1,1,111,Lost,Low
13692,25,5,3114.4,4,3,4,434,Champions,Low
13693,374,9,2011.82,2,4,3,243,Need Attention,High
13694,4,143,196482.81,4,4,4,444,Champions,Low
13695,31,16,2770.73,3,4,4,344,Champions,Low
13696,422,3,2020.4,1,2,3,123,Lost,Low
13697,39,1,151.3,3,1,1,311,Promising,Low
13698,597,2,465.53,1,2,2,122,Lost,Low
13699,155,2,764.15,2,2,2,222,Need Attention,Low
13700,26,13,2613.46,4,4,4,444,Champions,Low
13701,447,1,161.0,1,1,1,111,Lost,Low
13702,446,1,135.18,1,1,1,111,Lost,Low
13703,318,2,425.56,2,2,2,222,Need Attention,Low
13704,5,9,2308.06,4,4,4,444,Champions,Low
13705,8,7,2035.33,4,3,3,433,Champions,Low
13706,303,2,631.17,2,2,2,222,Need Attention,Low
13707,267,5,3365.86,2,3,4,234,Need Attention,High
13708,271,1,296.88,2,1,1,211,Lost,Low
13709,4,18,7591.75,4,4,4,444,Champions,Low
13710,32,3,509.52,3,2,2,322,Loyal,Low
13711,219,9,1792.26,2,4,3,243,Need Attention,High
13712,247,2,766.42,2,2,2,222,Need Attention,Low
13713,408,3,743.26,1,2,2,122,Lost,Low
13714,465,1,161.35,1,1,1,111,Lost,Low
13715,281,17,8483.29,2,4,4,244,Need Attention,High
13716,269,1,138.28,2,1,1,211,Lost,Low
13717,32,8,1763.3,3,4,3,343,Champions,Low
13718,246,2,306.55,2,2,1,221,Need Attention,Low
13719,15,11,2815.25,4,4,4,444,Champions,Low
13720,117,4,799.9,2,3,2,232,Need Attention,High
13721,36,2,741.54,3,2,2,322,Loyal,Low
13722,132,10,5635.41,2,4,4,244,Need Attention,High
13723,217,6,1209.2,2,3,3,233,Need Attention,High
13724,637,1,213.01,1,1,1,111,Lost,Low
13725,50,8,1980.56,3,4,3,343,Champions,Low
13726,39,2,1079.66,3,2,3,323,Loyal,Low
13727,29,8,1080.05,3,4,3,343,Champions,Low
13728,37,16,2855.17,3,4,4,344,Champions,Low
13729,436,3,724.73,1,2,2,122,Lost,Low
13730,136,2,752.6,2,2,2,222,Need Attention,Low
13731,219,2,610.59,2,2,2,222,Need Attention,Low
13732,28,1,491.86,3,1,2,312,Promising,Low
13733,411,2,487.03,1,2,2,122,Lost,Low
13734,509,4,6701.64,1,3,4,134,At Risk,High
13735,25,13,9813.22,4,4,4,444,Champions,Low
13736,5,7,2766.21,4,3,4,434,Champions,Low
13737,200,1,339.6,2,1,1,211,Lost,Low
13738,396,1,440.93,1,1,2,112,Lost,Low
13739,18,2,292.2,4,2,1,421,Loyal,Low
13740,241,5,1597.77,2,3,3,233,Need Attention,High
13741,72,3,668.43,3,2,2,322,Loyal,Low
13742,17,12,3131.02,4,4,4,444,Champions,Low
13743,3,7,1341.6,4,3,3,433,Champions,Low
13744,95,2,1156.36,3,2,3,323,Loyal,Low
13745,162,2,777.36,2,2,2,222,Need Attention,Low
13746,414,1,176.69,1,1,1,111,Lost,Low
13747,374,2,249.4,2,2,1,221,Need Attention,Low
13748,96,9,2268.35,3,4,3,343,Champions,High
13750,54,11,3602.18,3,4,4,344,Champions,Low
13751,288,1,296.25,2,1,1,211,Lost,Low
13752,124,7,1590.73,2,3,3,233,Need Attention,High
13753,288,4,2094.57,2,3,3,233,Need Attention,High
13754,152,3,447.05,2,2,2,222,Need Attention,Low
13755,4,9,2161.35,4,4,3,443,Champions,Low
13756,2,23,9207.5,4,4,4,444,Champions,Low
13757,675,1,195.55,1,1,1,111,Lost,Low
13758,12,15,9416.98,4,4,4,444,Champions,Low
13759,33,2,659.41,3,2,2,322,Loyal,Low
13760,54,5,1363.64,3,3,3,333,Champions,Low
13761,50,6,1952.17,3,3,3,333,Champions,Low
13762,219,5,2472.48,2,3,4,234,Need Attention,High
13763,63,3,5217.44,3,2,4,324,Loyal,Low
13764,71,6,2953.26,3,3,4,334,Champions,Low
13765,653,1,352.82,1,1,2,112,Lost,Low
13766,495,1,190.35,1,1,1,111,Lost,Low
13767,2,73,35540.53,4,4,4,444,Champions,Low
13768,727,2,875.97,1,2,2,122,Lost,Low
13769,2,20,5800.42,4,4,4,444,Champions,Low
13770,422,4,785.37,1,3,2,132,At Risk,High
13771,64,9,5728.82,3,4,4,344,Champions,Low
13772,34,8,3114.22,3,4,4,344,Champions,Low
13773,397,2,301.54,1,2,1,121,Lost,Low
13774,82,1,345.0,3,1,1,311,Promising,Low
13775,591,1,1049.66,1,1,3,113,Lost,Low
13776,428,2,623.98,1,2,2,122,Lost,Low
13777,1,61,56478.42,4,4,4,444,Champions,Low
13778,103,4,1124.49,2,3,3,233,Need Attention,High
13779,516,1,161.13,1,1,1,111,Lost,Low
13780,7,3,735.82,4,2,2,422,Loyal,Low
13781,251,3,778.83,2,2,2,222,Need Attention,Low
13782,13,13,1793.72,4,4,3,443,Champions,Low
13783,488,4,1542.09,1,3,3,133,At Risk,High
13784,10,14,2910.23,4,4,4,444,Champions,Low
13785,429,4,542.49,1,3,2,132,At Risk,High
13786,367,6,3358.94,2,3,4,234,Need Attention,High
13787,76,6,1222.5,3,3,3,333,Champions,Low
13788,505,1,3.75,1,1,1,111,Lost,Low
13789,388,1,239.46,1,1,1,111,Lost,Low
13790,4,1,348.8,4,1,2,412,Promising,Low
13791,128,2,1516.0,2,2,3,223,Need Attention,Low
13792,66,3,383.95,3,2,2,322,Loyal,Low
13793,647,1,96.0,1,1,1,111,Lost,Low
13794,547,1,126.03,1,1,1,111,Lost,Low
13795,388,4,836.3,1,3,2,132,At Risk,High
13796,499,1,289.7,1,1,1,111,Lost,Low
13797,437,3,1179.45,1,2,3,123,Lost,Low
13798,1,110,75836.87,4,4,4,444,Champions,Low
13799,117,9,2803.57,2,4,4,244,Need Attention,High
13800,310,3,1679.56,2,2,3,223,Need Attention,Low
13801,67,1,324.8,3,1,1,311,Promising,Low
13802,139,19,26259.11,2,4,4,244,Need Attention,High
13803,255,3,1338.91,2,2,3,223,Need Attention,Low
13804,31,9,3208.52,3,4,4,344,Champions,Low
13805,52,2,924.6,3,2,3,323,Loyal,Low
13806,64,1,256.38,3,1,1,311,Promising,Low
13807,367,3,534.8,2,2,2,222,Need Attention,Low
13808,6,5,1747.66,4,3,3,433,Champions,Low
13809,305,3,679.7,2,2,2,222,Need Attention,Low
13810,29,3,1499.01,3,2,3,323,Loyal,Low
13811,184,3,814.5,2,2,2,222,Need Attention,Low
13812,42,3,539.0,3,2,2,322,Loyal,Low
13813,40,8,2765.47,3,4,4,344,Champions,Low
13814,92,3,2257.32,3,2,3,323,Loyal,Low
13815,22,8,7475.74,4,4,4,444,Champions,Low
13816,24,2,571.67,4,2,2,422,Loyal,Low
13817,29,2,382.98,3,2,2,322,Loyal,Low
13818,430,1,61.28,1,1,1,111,Lost,Low
13819,302,6,2642.35,2,3,4,234,Need Attention,High
13820,418,3,660.65,1,2,2,122,Lost,Low
13821,145,6,1410.73,2,3,3,233,Need Attention,High
13822,6,2,632.0,4,2,2,422,Loyal,Low
13823,19,7,3403.45,4,3,4,434,Champions,Low
13824,33,12,3314.76,3,4,4,344,Champions,Low
13825,622,2,255.59,1,2,1,121,Lost,Low
13826,176,1,189.5,2,1,1,211,Lost,Low
13827,58,3,412.05,3,2,2,322,Loyal,Low
13828,22,1,209.49,4,1,1,411,Promising,Low
13829,421,1,102.0,1,1,1,111,Lost,Low
13830,582,1,156.85,1,1,1,111,Lost,Low
13831,16,18,7023.58,4,4,4,444,Champions,Low
13832,19,2,613.69,4,2,2,422,Loyal,Low
13833,159,2,701.36,2,2,2,222,Need Attention,Low
13834,577,2,324.19,1,2,1,121,Lost,Low
13835,25,7,1095.27,4,3,3,433,Champions,Low
13836,399,2,620.37,1,2,2,122,Lost,Low
13837,212,2,271.24,2,2,1,221,Need Attention,Low
13838,6,10,1966.09,4,4,3,443,Champions,Low
13839,486,1,139.95,1,1,1,111,Lost,Low
13840,416,1,651.4,1,1,2,112,Lost,Low
13841,253,1,85.0,2,1,1,211,Lost,Low
13842,59,18,5629.91,3,4,4,344,Champions,Low
13843,381,1,319.75,1,1,1,111,Lost,Low
13844,11,1,361.62,4,1,2,412,Promising,Low
13845,65,1,312.98,3,1,1,311,Promising,Low
13846,25,4,1307.79,4,3,3,433,Champions,Low
13847,720,1,310.72,1,1,1,111,Lost,Low
13848,92,8,3335.0,3,4,4,344,Champions,High
13849,52,5,3469.3,3,3,4,334,Champions,Low
13850,129,1,1595.48,2,1,3,213,Lost,Low
13851,96,8,4606.46,3,4,4,344,Champions,High
13852,611,1,187.35,1,1,1,111,Lost,Low
13853,57,1,1090.14,3,1,3,313,Promising,Low
13854,9,39,12253.96,4,4,4,444,Champions,Low
13855,501,4,1310.34,1,3,3,133,At Risk,High
13856,169,11,1142.03,2,4,3,243,Need Attention,High
13857,393,6,1001.01,1,3,3,133,At Risk,High
13858,57,1,216.17,3,1,1,311,Promising,Low
13859,326,2,515.86,2,2,2,222,Need Attention,Low
13860,1,5,1245.9,4,3,3,433,Champions,Low
13861,429,2,273.26,1,2,1,121,Lost,Low
13862,18,9,2556.09,4,4,4,444,Champions,Low
13863,248,4,1239.55,2,3,3,233,Need Attention,High
13864,387,1,662.4,1,1,2,112,Lost,Low
13865,58,4,501.56,3,3,2,332,Loyal,Low
13866,74,1,145.67,3,1,1,311,Promising,Low
13867,31,3,1015.29,3,2,3,323,Loyal,Low
13868,7,2,3192.54,4,2,4,424,Loyal,Low
13869,123,10,8111.57,2,4,4,244,Need Attention,High
13870,2,15,5712.08,4,4,4,444,Champions,Low
13871,23,17,7885.85,4,4,4,444,Champions,Low
13872,527,3,919.57,1,2,3,123,Lost,Low
13873,120,8,1038.92,2,4,3,243,Need Attention,High
13874,358,7,2049.15,2,3,3,233,Need Attention,High
13875,54,14,4814.37,3,4,4,344,Champions,Low
13876,64,1,122.7,3,1,1,311,Promising,Low
13877,86,3,449.68,3,2,2,322,Loyal,Low
13878,55,4,2473.06,3,3,4,334,Champions,Low
13879,646,1,395.5,1,1,2,112,Lost,Low
13880,21,17,4391.66,4,4,4,444,Champions,Low
13881,4,43,45179.1,4,4,4,444,Champions,Low
13882,3,5,1191.13,4,3,3,433,Champions,Low
13883,11,15,6560.02,4,4,4,444,Champions,Low
13884,7,10,1888.48,4,4,3,443,Champions,Low
13885,189,2,506.8,2,2,2,222,Need Attention,Low
13886,71,1,243.56,3,1,1,311,Promising,Low
13887,204,1,349.55,2,1,2,212,Lost,Low
13888,120,7,2169.05,2,4,3,243,Need Attention,High
13889,93,6,1991.23,3,3,3,333,Champions,High
13890,1,14,2927.38,4,4,4,444,Champions,Low
13891,378,3,863.56,2,2,2,222,Need Attention,Low
13892,27,6,1267.65,3,3,3,333,Champions,Low
13893,298,1,821.1,2,1,2,212,Lost,Low
13894,24,3,564.62,4,2,2,422,Loyal,Low
13895,28,6,4008.52,3,3,4,334,Champions,Low
13896,626,1,388.55,1,1,2,112,Lost,Low
13897,50,3,1160.72,3,2,3,323,Loyal,Low
13898,326,2,686.4,2,2,2,222,Need Attention,Low
13899,16,2,388.52,4,2,2,422,Loyal,Low
13900,183,6,1610.59,2,3,3,233,Need Attention,High
13901,72,15,5676.34,3,4,4,344,Champions,Low
13902,632,5,34095.26,1,3,4,134,At Risk,High
13903,400,1,165.45,1,1,1,111,Lost,Low
13904,37,2,332.64,3,2,1,321,Loyal,Low
13905,733,1,312.65,1,1,1,111,Lost,Low
13906,409,1,42.0,1,1,1,111,Lost,Low
13907,692,1,136.8,1,1,1,111,Lost,Low
13908,80,4,2369.55,3,3,4,334,Champions,Low
13909,423,2,286.6,1,2,1,121,Lost,Low
13911,57,20,4234.99,3,4,4,344,Champions,Low
13912,424,1,124.95,1,1,1,111,Lost,Low
13913,507,1,42.22,1,1,1,111,Lost,Low
13914,12,2,626.45,4,2,2,422,Loyal,Low
13915,394,1,70.8,1,1,1,111,Lost,Low
13916,464,4,1275.81,1,3,3,133,At Risk,High
13917,50,2,272.04,3,2,1,321,Loyal,Low
13918,50,2,1212.84,3,2,3,323,Loyal,Low
13919,59,4,1360.68,3,3,3,333,Champions,Low
13920,432,4,1774.68,1,3,3,133,At Risk,High
13921,402,4,730.7,1,3,2,132,At Risk,High
13922,352,3,865.2,2,2,2,222,Need Attention,Low
13923,54,1,351.13,3,1,2,312,Promising,Low
13924,2,6,1838.85,4,3,3,433,Champions,Low
13925,93,4,678.25,3,3,2,332,Loyal,High
13926,23,1,223.85,4,1,1,411,Promising,Low
13927,75,2,708.26,3,2,2,322,Loyal,Low
13928,11,4,464.57,4,3,2,432,Loyal,Low
13929,169,11,3494.1,2,4,4,244,Need Attention,High
13930,58,2,337.34,3,2,1,321,Loyal,Low
13931,96,11,5257.38,3,4,4,344,Champions,High
13932,295,1,307.4,2,1,1,211,Lost,Low
13933,109,2,608.79,2,2,2,222,Need Attention,Low
13934,264,1,922.1,2,1,3,213,Lost,Low
13935,597,3,6116.92,1,2,4,124,Lost,Low
13936,180,3,939.66,2,2,3,223,Need Attention,Low
13937,169,2,880.13,2,2,2,222,Need Attention,Low
13938,35,1,71.66,3,1,1,311,Promising,Low
13939,23,7,1560.96,4,4,3,443,Champions,Low
13940,17,4,839.14,4,3,2,432,Loyal,Low
13941,22,15,11122.3,4,4,4,444,Champions,Low
13942,535,1,320.0,1,1,1,111,Lost,Low
13943,578,1,246.54,1,1,1,111,Lost,Low
13944,653,1,200.43,1,1,1,111,Lost,Low
13945,395,2,854.15,1,2,2,122,Lost,Low
13946,79,6,1876.23,3,3,3,333,Champions,Low
13947,65,1,90.6,3,1,1,311,Promising,Low
13948,361,4,548.76,2,3,2,232,Need Attention,High
13949,3,6,2427.32,4,3,4,434,Champions,Low
13950,11,4,745.06,4,3,2,432,Loyal,Low
13951,176,3,674.45,2,2,2,222,Need Attention,Low
13952,218,14,12823.52,2,4,4,244,Need Attention,High
13953,7,12,6640.68,4,4,4,444,Champions,Low
13954,2,2,439.92,4,2,2,422,Loyal,Low
13955,154,3,545.17,2,2,2,222,Need Attention,Low
13956,5,5,1026.42,4,3,3,433,Champions,Low
13957,418,3,458.25,1,2,2,122,Lost,Low
13958,380,8,4709.23,2,4,4,244,Need Attention,High
13959,79,6,1076.18,3,3,3,333,Champions,Low
13960,21,2,230.22,4,2,1,421,Loyal,Low
13961,392,1,538.4,1,1,2,112,Lost,Low
13962,22,3,362.8,4,2,2,422,Loyal,Low
13963,308,17,3011.87,2,4,4,244,Need Attention,High
13964,387,2,438.9,1,2,2,122,Lost,Low
13965,477,3,996.61,1,2,3,123,Lost,Low
13966,435,1,390.86,1,1,2,112,Lost,Low
13967,146,2,166.3,2,2,1,221,Need Attention,Low
13968,423,1,123.66,1,1,1,111,Lost,Low
13969,7,35,13365.87,4,4,4,444,Champions,Low
13970,386,2,846.55,1,2,2,122,Lost,Low
13971,19,14,4667.57,4,4,4,444,Champions,Low
13972,71,2,190.25,3,2,1,321,Loyal,Low
13973,287,1,264.7,2,1,1,211,Lost,Low
13974,49,2,677.72,3,2,2,322,Loyal,Low
13975,31,12,5358.84,3,4,4,344,Champions,Low
13976,207,4,1192.36,2,3,3,233,Need Attention,High
13977,411,1,519.81,1,1,2,112,Lost,Low
13978,15,2,196.79,4,2,1,421,Loyal,Low
13979,73,7,3416.23,3,4,4,344,Champions,Low
13980,60,5,799.92,3,3,2,332,Loyal,Low
13981,416,1,331.14,1,1,1,111,Lost,Low
13982,39,9,4445.59,3,4,4,344,Champions,Low
13983,30,21,7108.45,3,4,4,344,Champions,Low
13984,27,12,2048.6,3,4,3,343,Champions,Low
13985,4,22,10020.86,4,4,4,444,Champions,Low
13986,17,1,320.46,4,1,1,411,Promising,Low
13987,380,2,682.54,2,2,2,222,Need Attention,Low
13988,20,8,4757.8,4,4,4,444,Champions,Low
13989,66,5,2026.06,3,3,3,333,Champions,Low
13990,213,1,311.3,2,1,1,211,Lost,Low
13991,12,6,855.97,4,3,2,432,Loyal,Low
13992,30,3,219.5,3,2,1,321,Loyal,Low
13993,43,19,6775.71,3,4,4,344,Champions,Low
13994,4,6,2313.14,4,3,4,434,Champions,Low
13995,15,14,3902.01,4,4,4,444,Champions,Low
13996,386,2,895.76,1,2,2,122,Lost,Low
13997,519,3,382.31,1,2,2,122,Lost,Low
13998,447,3,566.7,1,2,2,122,Lost,Low
13999,10,29,9502.26,4,4,4,444,Champions,Low
14000,211,5,2046.34,2,3,3,233,Need Attention,High
14001,46,9,4530.09,3,4,4,344,Champions,Low
14002,134,2,529.73,2,2,2,222,Need Attention,Low
14003,733,1,209.41,1,1,1,111,Lost,Low
14004,43,11,6258.45,3,4,4,344,Champions,Low
14005,10,5,2874.72,4,3,4,434,Champions,Low
14006,116,7,2196.67,2,4,3,243,Need Attention,High
14007,513,1,79.48,1,1,1,111,Lost,Low
14008,432,1,509.04,1,1,2,112,Lost,Low
14009,198,3,1099.91,2,2,3,223,Need Attention,Low
14010,565,2,445.15,1,2,2,122,Lost,Low
14011,480,2,457.82,1,2,2,122,Lost,Low
14012,278,1,328.8,2,1,1,211,Lost,Low
14013,110,5,1084.57,2,3,3,233,Need Attention,High
14014,77,3,1948.21,3,2,3,323,Loyal,Low
14015,53,1,917.34,3,1,3,313,Promising,Low
14016,162,11,11403.41,2,4,4,244,Need Attention,High
14017,571,1,229.75,1,1,1,111,Lost,Low
14018,645,1,367.15,1,1,2,112,Lost,Low
14019,47,3,1421.61,3,2,3,323,Loyal,Low
14020,17,4,1249.01,4,3,3,433,Champions,Low
14021,155,7,1716.58,2,4,3,243,Need Attention,High
14022,225,2,792.15,2,2,2,222,Need Attention,Low
14023,7,2,584.07,4,2,2,422,Loyal,Low
14024,122,3,645.74,2,2,2,222,Need Attention,Low
14025,465,8,4057.9,1,4,4,144,At Risk,High
14026,471,2,713.11,1,2,2,122,Lost,Low
14027,61,1,104.82,3,1,1,311,Promising,Low
14028,550,3,10396.5,1,2,4,124,Lost,Low
14029,63,2,467.66,3,2,2,322,Loyal,Low
14030,18,20,8262.29,4,4,4,444,Champions,Low
14031,7,44,40999.17,4,4,4,444,Champions,Low
14032,2,16,4850.27,4,4,4,444,Champions,Low
14033,555,1,109.44,1,1,1,111,Lost,Low
14034,22,3,651.82,4,2,2,422,Loyal,Low
14035,29,9,2856.72,3,4,4,344,Champions,Low
14036,285,1,626.65,2,1,2,212,Lost,Low
14037,176,6,836.95,2,3,2,232,Need Attention,High
14038,78,5,3069.88,3,3,4,334,Champions,Low
14039,33,2,267.28,3,2,1,321,Loyal,Low
14040,41,35,12645.57,3,4,4,344,Champions,Low
14041,266,1,141.41,2,1,1,211,Lost,Low
14042,725,1,431.98,1,1,2,112,Lost,Low
14043,491,2,304.25,1,2,1,121,Lost,Low
14044,27,10,3123.1,3,4,4,344,Champions,Low
14045,109,16,11313.03,2,4,4,244,Need Attention,High
14046,284,1,154.99,2,1,1,211,Lost,Low
14047,9,14,4255.03,4,4,4,444,Champions,Low
14048,305,3,748.69,2,2,2,222,Need Attention,Low
14049,17,13,13239.03,4,4,4,444,Champions,Low
14050,32,2,746.36,3,2,2,322,Loyal,Low
14051,1,37,22434.0,4,4,4,444,Champions,Low
14052,20,2,480.81,4,2,2,422,Loyal,Low
14053,124,4,572.3,2,3,2,232,Need Attention,High
14054,65,1,92.46,3,1,1,311,Promising,Low
14055,106,3,1520.96,2,2,3,223,Need Attention,Low
14056,1,23,8214.65,4,4,4,444,Champions,Low
14057,24,22,8408.84,4,4,4,444,Champions,Low
14058,463,2,469.19,1,2,2,122,Lost,Low
14059,267,1,183.6,2,1,1,211,Lost,Low
14060,5,30,9519.08,4,4,4,444,Champions,Low
14061,507,3,917.43,1,2,3,123,Lost,Low
14062,10,24,25604.2,4,4,4,444,Champions,Low
14063,438,9,22710.2,1,4,4,144,At Risk,High
14064,29,15,3332.42,3,4,4,344,Champions,Low
14065,389,3,891.02,1,2,2,122,Lost,Low
14066,267,1,152.55,2,1,1,211,Lost,Low
14067,64,2,374.7,3,2,2,322,Loyal,Low
14068,320,4,1528.37,2,3,3,233,Need Attention,High
14069,515,2,230.06,1,2,1,121,Lost,Low
14070,685,1,326.55,1,1,1,111,Lost,Low
14071,4,8,1438.82,4,4,3,443,Champions,Low
14072,667,1,390.85,1,1,2,112,Lost,Low
14073,32,1,151.04,3,1,1,311,Promising,Low
14074,623,1,219.4,1,1,1,111,Lost,Low
14075,5,6,1734.87,4,3,3,433,Champions,Low
14076,129,1,122.47,2,1,1,211,Lost,Low
14077,41,6,615.08,3,3,2,332,Loyal,Low
14078,102,9,1692.63,2,4,3,243,Need Attention,High
14079,125,2,618.73,2,2,2,222,Need Attention,Low
14080,33,5,1115.68,3,3,3,333,Champions,Low
14081,302,10,5370.1,2,4,4,244,Need Attention,High
14082,365,2,413.36,2,2,2,222,Need Attention,Low
14083,4,11,1407.26,4,4,3,443,Champions,Low
14084,512,1,150.5,1,1,1,111,Lost,Low
14085,2,33,10104.97,4,4,4,444,Champions,Low
14086,463,1,39.95,1,1,1,111,Lost,Low
14087,3,3,846.22,4,2,2,422,Loyal,Low
14088,10,16,64036.8,4,4,4,444,Champions,Low
14089,57,1,161.0,3,1,1,311,Promising,Low
14090,325,1,76.32,2,1,1,211,Lost,Low
14091,654,2,9530.08,1,2,4,124,Lost,Low
14092,8,24,7229.45,4,4,4,444,Champions,Low
14093,12,1,442.85,4,1,2,412,Promising,Low
14094,440,1,335.22,1,1,1,111,Lost,Low
14095,723,1,2.95,1,1,1,111,Lost,Low
14096,4,17,65164.79,4,4,4,444,Champions,Low
14097,481,2,422.86,1,2,2,122,Lost,Low
14098,37,1,147.35,3,1,1,311,Promising,Low
14099,16,20,5765.71,4,4,4,444,Champions,Low
14100,138,1,194.9,2,1,1,211,Lost,Low
14101,74,13,9961.93,3,4,4,344,Champions,Low
14102,5,5,1360.28,4,3,3,433,Champions,Low
14104,155,5,771.58,2,3,2,232,Need Attention,High
14105,239,5,5988.83,2,3,4,234,Need Attention,High
14106,737,1,214.8,1,1,1,111,Lost,Low
14107,52,11,4877.3,3,4,4,344,Champions,Low
14108,31,4,1044.96,3,3,3,333,Champions,Low
14109,73,1,144.2,3,1,1,311,Promising,Low
14110,4,33,12987.95,4,4,4,444,Champions,Low
14111,14,4,692.85,4,3,2,432,Loyal,Low
14112,23,13,5834.59,4,4,4,444,Champions,Low
14113,4,16,7092.61,4,4,4,444,Champions,Low
14114,274,7,1364.09,2,4,3,243,Need Attention,High
14115,502,2,622.67,1,2,2,122,Lost,Low
14116,20,5,1382.74,4,3,3,433,Champions,Low
14117,144,1,90.0,2,1,1,211,Lost,Low
14118,429,1,458.45,1,1,2,112,Lost,Low
14119,376,2,183.37,2,2,1,221,Need Attention,Low
14121,4,4,2780.15,4,3,4,434,Champions,Low
14122,406,3,362.42,1,2,2,122,Lost,Low
14123,733,1,436.18,1,1,2,112,Lost,Low
14124,84,1,419.58,3,1,2,312,Promising,Low
14125,11,3,2740.43,4,2,4,424,Loyal,Low
14126,8,4,1172.46,4,3,3,433,Champions,Low
14127,123,6,1900.08,2,3,3,233,Need Attention,High
14128,61,3,924.21,3,2,3,323,Loyal,Low
14129,2,9,2591.34,4,4,4,444,Champions,Low
14130,319,4,1882.67,2,3,3,233,Need Attention,High
